timestamp,status,card_present_flag,account,first_name,age,gender,txn_description,balance,amount,geometry,X,Y,merch_suburb,merch_state,merch_geometry,merch_X,merch_Y,distance,country,card_present_bool
218-8-25 2:48:56+:,authorized,1,2828321672,Stephanie,53,F,SALES-POS,1162.6,7.17,153.3 -27.51,-27.51,153.3,Coffs Harbour,NSW,153.11 -3.32,-3.32,153.11,312.9,Australia,TRUE
218-8-25 2:59:34+:,authorized,,465652575,Lucas,21,M,SALES-POS,8389.56,2.18,115.81 -31.82,-31.82,115.81,Broken Hill,NSW,141.46 -31.95,-31.95,141.46,2418.8,Australia,FALSE
218-8-25 21::+:,posted,,1344825761,Sarah,46,F,PAYMENT,17922.18,28,151.9 -33.91,-33.91,151.9,,,,,,,Australia,FALSE
218-8-25 21:4:42+:,authorized,1,2259139624,Cindy,19,F,SALES-POS,7583.14,89.53,144.66 -37.91,-37.91,144.66,Mount Gambier,SA,14.79 -37.83,-37.83,14.79,34.17,Australia,TRUE
218-8-25 21:9:36+:,authorized,1,31725361,Ronald,25,M,POS,575.36,11.66,145.73 -17.3,-17.3,145.73,Annerley,QLD,153.3 -27.5,-27.5,153.3,1386.18,Australia,TRUE
218-8-25 21:14:3+:,authorized,1,958567,Sandra,34,F,SALES-POS,5414.65,56.79,13.9 -12.37,-12.37,13.9,Sydney,NSW,151.21 -33.87,-33.87,151.21,3156.81,Australia,TRUE
218-8-25 21:19:24+:,authorized,1,96614392,Joseph,21,M,SALES-POS,368.52,17.64,147.8 -37.97,-37.97,147.8,Frankston,VIC,145.17 -38.15,-38.15,145.17,168.6,Australia,TRUE
218-8-25 21:24:18+:,authorized,1,96614392,Joseph,21,M,SALES-POS,332.2,36.32,147.8 -37.97,-37.97,147.8,Mornington,VIC,145.4 -38.22,-38.22,145.4,18.87,Australia,TRUE
218-8-25 21:29:12+:,authorized,1,96614392,Joseph,21,M,POS,319.3,12.9,147.8 -37.97,-37.97,147.8,Oakleigh,VIC,145.9 -37.89,-37.89,145.9,174.95,Australia,TRUE
218-8-25 21:34:7+:,authorized,1,2259139624,Cindy,19,F,POS,7562.1,21.13,144.66 -37.91,-37.91,144.66,Cranbourne,VIC,145.28 -38.11,-38.11,145.28,58.76,Australia,TRUE
218-8-25 21:39:1+:,authorized,1,179927998,Susan,2,F,POS,414.2,21.38,15.68 -33.79,-33.79,15.68,Subiaco,WA,115.82 -31.94,-31.94,115.82,325.53,Australia,TRUE
218-8-25 21:43:55+:,authorized,1,425852723,Kimberly,24,F,SALES-POS,1722.44,8.81,145.45 -37.74,-37.74,145.45,Doncaster East,VIC,145.16 -37.78,-37.78,145.16,25.91,Australia,TRUE
218-8-25 21:48:49+:,authorized,1,3954677887,Ruth,47,F,SALES-POS,2878.86,18.97,115.72 -32.28,-32.28,115.72,Rockingham,WA,115.74 -32.29,-32.29,115.74,2.19,Australia,TRUE
218-8-25 21:53:43+:,authorized,1,19964813,Kaitlyn,21,F,POS,2594.48,22.3,114.62 -28.8,-28.8,114.62,Casino,NSW,153.5 -28.86,-28.86,153.5,373.86,Australia,TRUE
218-8-25 21:58:37+:,authorized,1,31725361,Ronald,25,M,SALES-POS,553.73,21.63,145.73 -17.3,-17.3,145.73,Sydney,NSW,151.21 -33.87,-33.87,151.21,1952.91,Australia,TRUE
218-8-25 22::+:,posted,,179927998,Susan,2,F,PAYMENT,474.2,3,15.68 -33.79,-33.79,15.68,,,,,,,Australia,FALSE
218-8-25 22:6:6+:,authorized,,1496451953,Ricky,43,M,POS,6112.31,42.1,145.16 -37.84,-37.84,145.16,Mount Gambier,SA,14.78 -37.83,-37.83,14.78,385.4,Australia,FALSE
218-8-25 22:14:34+:,authorized,1,1375564,Rhonda,4,F,POS,2318.79,6.88,153.1 -27.66,-27.66,153.1,Mooloolaba,QLD,153.12 -26.68,-26.68,153.12,19.11,Australia,TRUE
218-8-25 22:23:3+:,authorized,,425852723,Kimberly,24,F,POS,1717.93,4.51,145.45 -37.74,-37.74,145.45,Moorabbin Airport,VIC,145.11 -37.97,-37.97,145.11,39.35,Australia,FALSE
218-8-25 22:31:31+:,authorized,1,425852723,Kimberly,24,F,POS,1699.44,18.49,145.45 -37.74,-37.74,145.45,Hampton Park,VIC,145.28 -38.3,-38.3,145.28,35.57,Australia,TRUE
218-8-25 22:39:59+:,authorized,1,1496451953,Ricky,43,M,POS,698.53,13.78,145.16 -37.84,-37.84,145.16,Melbourne,VIC,144.96 -37.81,-37.81,144.96,17.9,Australia,TRUE
218-8-25 22:48:28+:,authorized,,18965467,Alexander,38,M,SALES-POS,1189.4,5.85,143.88 -37.66,-37.66,143.88,Dallas,VIC,144.93 -37.67,-37.67,144.93,92.53,Australia,FALSE
218-8-25 22:56:56+:,authorized,1,1279356312,Tyler,44,M,SALES-POS,619.83,6.4,144.79 -37.73,-37.73,144.79,Epping,VIC,145.2 -37.65,-37.65,145.2,22.13,Australia,TRUE
218-8-25 23::+:,posted,,214856841,Patrick,46,M,PAYMENT,26211.86,43,144.99 -37.9,-37.9,144.99,,,,,,,Australia,FALSE
218-8-25 23::+:,posted,,3954677887,Ruth,47,F,PAYMENT,2854.86,24,115.72 -32.28,-32.28,115.72,,,,,,,Australia,FALSE
218-8-25 23:6:57+:,authorized,1,19964813,Kaitlyn,21,F,POS,2526.31,68.17,114.62 -28.8,-28.8,114.62,Frenchs Forest,NSW,151.24 -33.75,-33.75,151.24,358.9,Australia,TRUE
218-8-25 23:17:49+:,authorized,1,9814749,Christopher,35,M,POS,9557.67,13.19,151.68 -32.98,-32.98,151.68,Crawley,WA,115.82 -31.98,-31.98,115.82,3352.95,Australia,TRUE
218-8-25 23:28:41+:,authorized,1,224958692,Edward,19,M,SALES-POS,5678.2,8.67,115.98 -32.7,-32.7,115.98,Ceduna,SA,133.67 -32.12,-32.12,133.67,1666.4,Australia,TRUE
218-8-25 23:39:33+:,authorized,1,2658577,Brian,42,M,POS,17698.54,38.65,148.16 -23.52,-23.52,148.16,Scamander,TAS,148.26 -41.46,-41.46,148.26,1997.8,Australia,TRUE
218-8-25 23:5:26+:,authorized,1,1279356312,Tyler,44,M,POS,5997.76,22.7,144.79 -37.73,-37.73,144.79,Croydon,VIC,145.27 -37.78,-37.78,145.27,42.61,Australia,TRUE
218-8-26 :7:59+:,authorized,1,425852723,Kimberly,24,F,POS,165.52,48.92,145.45 -37.74,-37.74,145.45,Braybrook,VIC,144.86 -37.78,-37.78,144.86,52.11,Australia,TRUE
218-8-26 1:5:38+:,authorized,1,26736955,Richard,24,M,SALES-POS,15784.22,9.53,152.99 -27.49,-27.49,152.99,Wavell Heights,QLD,153.4 -27.39,-27.39,153.4,12.18,Australia,TRUE
218-8-26 1:31:16+:,authorized,1,368967373,Virginia,2,F,SALES-POS,4338.5,15.59,115.79 -31.79,-31.79,115.79,East Perth,WA,115.88 -31.95,-31.95,115.88,19.74,Australia,TRUE
218-8-26 1:56:55+:,authorized,1,1496451953,Ricky,43,M,SALES-POS,678.1,2.52,145.16 -37.84,-37.84,145.16,Altona Meadows,VIC,144.78 -37.87,-37.87,144.78,33.57,Australia,TRUE
218-8-26 2::+:,posted,,21768484,Richard,22,M,PAYMENT,4198.69,25,145.3 -37.88,-37.88,145.3,,,,,,,Australia,FALSE
218-8-26 2:48:53+:,authorized,1,425852723,Kimberly,24,F,SALES-POS,1631.52,19,145.45 -37.74,-37.74,145.45,Mount Gambier,SA,14.77 -37.83,-37.83,14.77,411.81,Australia,TRUE
218-8-26 3::+:,posted,,465652575,Lucas,21,M,PAYMENT,836.56,83,115.81 -31.82,-31.82,115.81,,,,,,,Australia,FALSE
218-8-26 3::+:,posted,,1566392,Michael,22,M,INTER BANK,42781.76,36,145.3 -37.91,-37.91,145.3,,,,,,,Australia,FALSE
218-8-26 3:57:8+:,authorized,,348584958,Jessica,34,F,POS,18244.76,23.77,138.52 -35.1,-35.1,138.52,Applecross,WA,115.83 -32.2,-32.2,115.83,2127.29,Australia,FALSE
218-8-26 4::+:,posted,,289243754,Joseph,37,M,INTER BANK,2412.21,127,153.32 -27.93,-27.93,153.32,,,,,,,Australia,FALSE
218-8-26 4::+:,posted,,425852723,Kimberly,24,F,PAYMENT,1593.52,38,145.45 -37.74,-37.74,145.45,,,,,,,Australia,FALSE
218-8-26 4:43:38+:,authorized,1,21733992,Luis,27,M,SALES-POS,346.63,17.99,144.71 -37.58,-37.58,144.71,Sunbury,VIC,144.73 -37.58,-37.58,144.73,1.76,Australia,TRUE
218-8-26 5::+:,posted,,348584958,Jessica,34,F,PAYMENT,18213.76,31,138.52 -35.1,-35.1,138.52,,,,,,,Australia,FALSE
218-8-26 5::+:,posted,,559365433,Mary,64,F,PAYMENT,181.66,3,147.31 -42.88,-42.88,147.31,,,,,,,Australia,FALSE
218-8-26 5::+:,posted,,459612845,Jonathan,38,M,PAYMENT,52212.69,125,13.98 -12.49,-12.49,13.98,,,,,,,Australia,FALSE
218-8-26 6::+:,posted,,1344825761,Sarah,46,F,INTER BANK,1774.18,182,151.9 -33.91,-33.91,151.9,,,,,,,Australia,FALSE
218-8-26 6::+:,posted,,1523339231,Tim,4,M,INTER BANK,62365.22,39,115.83 -31.9,-31.9,115.83,,,,,,,Australia,FALSE
218-8-26 6:44:26+:,authorized,1,2828321672,Stephanie,53,F,SALES-POS,1128.67,33.93,153.3 -27.51,-27.51,153.3,Glenreagh,NSW,152.98 -3.5,-3.5,152.98,282.79,Australia,TRUE
218-8-26 7::+:,posted,,3771436525,Derek,2,M,PAYMENT,1475.4,49,145.4 -37.92,-37.92,145.4,,,,,,,Australia,FALSE
218-8-26 7:45:15+:,authorized,1,26736955,Richard,24,M,SALES-POS,15766.25,17.97,152.99 -27.49,-27.49,152.99,Everton Park,QLD,152.99 -27.41,-27.41,152.99,8.91,Australia,TRUE
218-8-26 8::+:,posted,,18965467,Alexander,38,M,INTER BANK,11675.4,134,143.88 -37.66,-37.66,143.88,,,,,,,Australia,FALSE
218-8-26 8::+:,posted,,21768484,Richard,22,M,INTER BANK,4165.69,33,145.3 -37.88,-37.88,145.3,,,,,,,Australia,FALSE
218-8-26 8:17:59+:,authorized,1,465652575,Lucas,21,M,SALES-POS,8291.93,14.63,115.81 -31.82,-31.82,115.81,Kinross,WA,115.74 -31.72,-31.72,115.74,12.95,Australia,TRUE
218-8-26 8:42:59+:,authorized,1,1496451953,Ricky,43,M,SALES-POS,668.56,9.45,145.16 -37.84,-37.84,145.16,Eltham North,VIC,145.14 -37.69,-37.69,145.14,16.79,Australia,TRUE
218-8-26 9::+:,posted,,38923874,Ryan,38,M,INTER BANK,34783.29,15,151.27 -33.9,-33.9,151.27,,,,,,,Australia,FALSE
218-8-26 9:1:48+:,authorized,1,2897221629,Scott,23,M,POS,2243.61,17.63,15.9 -34.37,-34.37,15.9,Roselands,NSW,151.9 -33.93,-33.93,151.9,52.1,Australia,TRUE
218-8-26 9:7:27+:,authorized,1,31725361,Ronald,25,M,POS,539.67,14.6,145.73 -17.3,-17.3,145.73,Drouin,VIC,145.86 -38.14,-38.14,145.86,2349.98,Australia,TRUE
218-8-26 9:13:6+:,authorized,1,465652575,Lucas,21,M,POS,8269.96,21.97,115.81 -31.82,-31.82,115.81,East Fremantle,WA,115.76 -32.4,-32.4,115.76,24.94,Australia,TRUE
218-8-26 9:18:45+:,authorized,1,1496451953,Ricky,43,M,SALES-POS,65.24,18.32,145.16 -37.84,-37.84,145.16,South Melbourne,VIC,144.96 -37.83,-37.83,144.96,17.62,Australia,TRUE
218-8-26 9:24:24+:,authorized,,2658577,Brian,42,M,POS,17681.34,17.2,148.16 -23.52,-23.52,148.16,Blackwater,QLD,148.89 -23.59,-23.59,148.89,74.9,Australia,FALSE
218-8-26 9:3:3+:,authorized,1,19964813,Kaitlyn,21,F,POS,2518.29,8.2,114.62 -28.8,-28.8,114.62,Laverton,WA,122.5 -28.76,-28.76,122.5,724.83,Australia,TRUE
218-8-26 9:35:42+:,authorized,1,159845171,Diana,26,F,POS,1637.62,8.17,153.41 -27.95,-27.95,153.41,Aratula,QLD,152.55 -27.98,-27.98,152.55,84.62,Australia,TRUE
218-8-26 9:41:21+:,authorized,1,348141842,Tiffany,25,F,POS,3232.96,12.7,115.74 -31.72,-31.72,115.74,Perth,WA,115.87 -31.95,-31.95,115.87,28.4,Australia,TRUE
218-8-26 9:47:+:,authorized,1,211792489,Jacqueline,3,F,SALES-POS,6625.62,22.9,138.63 -34.93,-34.93,138.63,Albany,WA,117.88 -35.3,-35.3,117.88,1889.2,Australia,TRUE
218-8-26 9:52:39+:,authorized,1,19964813,Kaitlyn,21,F,POS,255.74,12.55,114.62 -28.8,-28.8,114.62,Ballina,NSW,153.56 -28.87,-28.87,153.56,3779.71,Australia,TRUE
218-8-26 9:58:18+:,authorized,1,425852723,Kimberly,24,F,SALES-POS,1585.6,8.46,145.45 -37.74,-37.74,145.45,South Yarra,VIC,145 -37.84,-37.84,145,41.12,Australia,TRUE
218-8-26 1::+:,posted,,96483923,Michael,21,M,PAYMENT,32893,42,146.92 -36.7,-36.7,146.92,,,,,,,Australia,FALSE
218-8-26 1:4:59+:,authorized,1,17117148,Michelle,19,F,SALES-POS,7343.29,31.14,15.82 -34.1,-34.1,15.82,Rose Bay,NSW,151.27 -33.87,-33.87,151.27,44.38,Australia,TRUE
218-8-26 1:12:8+:,authorized,1,12223524,Michael,38,M,SALES-POS,1516,14.91,151.23 -33.94,-33.94,151.23,Penshurst,NSW,151.8 -33.96,-33.96,151.8,14.3,Australia,TRUE
218-8-26 1:19:17+:,authorized,1,224958692,Edward,19,M,SALES-POS,5655.68,22.34,115.98 -32.7,-32.7,115.98,Ceduna,SA,133.67 -32.13,-32.13,133.67,1666.31,Australia,TRUE
218-8-26 1:26:25+:,authorized,1,368967373,Virginia,2,F,POS,493.49,245.1,115.79 -31.79,-31.79,115.79,Southport,QLD,153.41 -27.97,-27.97,153.41,3638.1,Australia,TRUE
218-8-26 1:33:34+:,authorized,,17117148,Michelle,19,F,SALES-POS,7319.12,24.17,15.82 -34.1,-34.1,15.82,Marsden Park,NSW,15.84 -33.72,-33.72,15.84,32.34,Australia,FALSE
218-8-26 1:4:42+:,authorized,,12223524,Michael,38,M,POS,158.35,7.65,151.23 -33.94,-33.94,151.23,Len Waters Estate,NSW,15.86 -33.92,-33.92,15.86,34.25,Australia,FALSE
218-8-26 1:47:51+:,authorized,1,289243754,Joseph,37,M,SALES-POS,246.45,5.76,153.32 -27.93,-27.93,153.32,Redland Bay,QLD,153.3 -27.61,-27.61,153.3,35.68,Australia,TRUE
218-8-26 1:54:59+:,authorized,1,19964813,Kaitlyn,21,F,SALES-POS,2467.32,38.42,114.62 -28.8,-28.8,114.62,Regents Park,NSW,151.2 -33.88,-33.88,151.2,3488.33,Australia,TRUE
218-8-26 11::+:,posted,,3827517394,Craig,28,M,PAYMENT,32542.16,28,151.12 -33.89,-33.89,151.12,,,,,,,Australia,FALSE
218-8-26 11::+:,posted,,168363396,Robert,2,M,INTER BANK,4565.86,183,151.22 -33.87,-33.87,151.22,,,,,,,Australia,FALSE
218-8-26 11::+:,posted,,1496451953,Ricky,43,M,INTER BANK,619.24,31,145.16 -37.84,-37.84,145.16,,,,,,,Australia,FALSE
218-8-26 11::+:,posted,,2615387,Emily,43,F,INTER BANK,2978.31,38,145.35 -38.3,-38.3,145.35,,,,,,,Australia,FALSE
218-8-26 11::+:,posted,,85493845,James,28,M,PAYMENT,1233.88,34,147.63 -22.84,-22.84,147.63,,,,,,,Australia,FALSE
218-8-26 11:3:36+:,authorized,1,17117148,Michelle,19,F,SALES-POS,7281.88,37.24,15.82 -34.1,-34.1,15.82,Baulkham Hills,NSW,15.99 -33.76,-33.76,15.99,31.96,Australia,TRUE
218-8-26 11:15:39+:,authorized,1,19964813,Kaitlyn,21,F,SALES-POS,2459.53,7.79,114.62 -28.8,-28.8,114.62,Goolmangar,NSW,153.23 -28.75,-28.75,153.23,375.2,Australia,TRUE
218-8-26 11:27:42+:,authorized,1,31725361,Ronald,25,M,SALES-POS,528.19,11.48,145.73 -17.3,-17.3,145.73,Manoora,QLD,145.74 -16.91,-16.91,145.74,13.4,Australia,TRUE
218-8-26 11:39:45+:,authorized,1,354146373,Jeffrey,24,M,POS,2362.4,17.26,145. -37.83,-37.83,145,Mount Gambier,SA,14.79 -37.81,-37.81,14.79,37.18,Australia,TRUE
218-8-26 11:51:48+:,authorized,1,96614392,Joseph,21,M,SALES-POS,2995.16,24.14,147.8 -37.97,-37.97,147.8,Malvern,VIC,145.3 -37.86,-37.86,145.3,18.45,Australia,TRUE
218-8-26 12::+:,posted,,224958692,Edward,19,M,PAYMENT,5618.68,37,115.98 -32.7,-32.7,115.98,,,,,,,Australia,FALSE
218-8-26 12:6:9+:,authorized,1,12223524,Michael,38,M,SALES-POS,1496.39,11.96,151.23 -33.94,-33.94,151.23,Brookvale,NSW,151.26 -33.77,-33.77,151.26,19.13,Australia,TRUE
218-8-26 12:25:23+:,authorized,,159845171,Diana,26,F,SALES-POS,1547.19,9.43,153.41 -27.95,-27.95,153.41,Brisbane City,QLD,153.2 -27.47,-27.47,153.2,65.82,Australia,FALSE
218-8-26 12:44:36+:,authorized,,348584958,Jessica,34,F,POS,1817.61,43.15,138.52 -35.1,-35.1,138.52,Adelaide Airport,SA,138.52 -34.95,-34.95,138.52,6.68,Australia,FALSE
218-8-26 13:3:59+:,authorized,1,159845171,Diana,26,F,SALES-POS,1537.52,9.67,153.41 -27.95,-27.95,153.41,Robina,QLD,153.39 -28.8,-28.8,153.39,14.6,Australia,TRUE
218-8-26 13:23:59+:,authorized,1,12223524,Michael,38,M,SALES-POS,1486.34,1.5,151.23 -33.94,-33.94,151.23,Hart,SA,138.44 -33.76,-33.76,138.44,1181.84,Australia,TRUE
218-8-26 13:43:59+:,authorized,1,159845171,Diana,26,F,SALES-POS,1525.97,11.55,153.41 -27.95,-27.95,153.41,Arundel,QLD,153.38 -27.93,-27.93,153.38,3.7,Australia,TRUE
218-8-26 14::+:,posted,,3779441,Charles,18,M,INTER BANK,736.8,4,153.41 -28.1,-28.1,153.41,,,,,,,Australia,FALSE
218-8-26 14:2:22+:,authorized,,159845171,Diana,26,F,SALES-POS,157.27,18.7,153.41 -27.95,-27.95,153.41,Federal,NSW,153.46 -28.65,-28.65,153.46,78.8,Australia,FALSE
218-8-26 14:14:17+:,authorized,,958567,Sandra,34,F,POS,5399.39,15.26,13.9 -12.37,-12.37,13.9,Palmerston City,NT,13.99 -12.48,-12.48,13.99,15.67,Australia,FALSE
218-8-26 14:26:11+:,authorized,1,291672282,Daniel,22,M,POS,32.84,34.25,255. -573.,-573,255,Berwick,VIC,145.33 -38.2,-38.2,145.33,1741.42,Australia,TRUE
218-8-26 14:38:5+:,authorized,1,159845171,Diana,26,F,POS,15.75,6.52,153.41 -27.95,-27.95,153.41,Upper Coomera,QLD,153.3 -27.85,-27.85,153.3,15.53,Australia,TRUE
218-8-26 14:49:59+:,authorized,1,291672282,Daniel,22,M,SALES-POS,3126.69,74.15,255. -573.,-573,255,Richmond,VIC,145.1 -37.83,-37.83,145.1,176.25,Australia,TRUE
218-8-26 15:2:7+:,authorized,,289243754,Joseph,37,M,POS,2334.24,72.21,153.32 -27.93,-27.93,153.32,Southport,QLD,153.38 -27.96,-27.96,153.38,6.78,Australia,FALSE
218-8-26 15:15:27+:,authorized,1,31725361,Ronald,25,M,POS,467.2,6.99,145.73 -17.3,-17.3,145.73,Haymarket,NSW,151.21 -33.88,-33.88,151.21,1953.97,Australia,TRUE
218-8-26 15:28:47+:,authorized,,17117148,Michelle,19,F,POS,7259.38,22.5,15.82 -34.1,-34.1,15.82,Sydney,NSW,151.2 -33.87,-33.87,151.2,38.4,Australia,FALSE
218-8-26 15:42:7+:,authorized,1,331763625,Kenneth,35,M,POS,9434.99,28.95,153.2 -27.66,-27.66,153.2,Windsor,QLD,153.2 -27.44,-27.44,153.2,24.49,Australia,TRUE
218-8-26 15:55:27+:,authorized,,159845171,Diana,26,F,SALES-POS,1488.61,12.14,153.41 -27.95,-27.95,153.41,Labrador,QLD,153.4 -27.97,-27.97,153.4,2.43,Australia,FALSE
218-8-26 16:13:28+:,authorized,1,2153562714,Linda,24,F,POS,3948.83,16.95,116. -31.88,-31.88,116,Claremont,WA,115.78 -31.98,-31.98,115.78,23.58,Australia,TRUE
218-8-26 16:33:52+:,authorized,1,159845171,Diana,26,F,SALES-POS,1477.51,11.1,153.41 -27.95,-27.95,153.41,Broadbeach,QLD,153.42 -28.4,-28.4,153.42,1.7,Australia,TRUE
218-8-26 16:54:17+:,authorized,,2153562714,Linda,24,F,SALES-POS,3935.81,13.2,116. -31.88,-31.88,116,Duncraig,WA,115.76 -31.84,-31.84,115.76,23.12,Australia,FALSE
218-8-26 17::+:,posted,,211792489,Jacqueline,3,F,PAYMENT,663.62,22,138.63 -34.93,-34.93,138.63,,,,,,,Australia,FALSE
218-8-26 17:12:24+:,authorized,1,19964813,Kaitlyn,21,F,POS,2452.17,7.36,114.62 -28.8,-28.8,114.62,Goonellabah,NSW,153.33 -28.82,-28.82,153.33,3758.52,Australia,TRUE
218-8-26 17:29:39+:,authorized,1,182446574,Tonya,27,F,POS,3143.19,57.51,116.6 -32.,-32,116.6,Belmont,WA,115.94 -31.97,-31.97,115.94,11.81,Australia,TRUE
218-8-26 17:46:53+:,authorized,1,368967373,Virginia,2,F,SALES-POS,478.66,14.83,115.79 -31.79,-31.79,115.79,Applecross,WA,115.84 -32.1,-32.1,115.84,24.94,Australia,TRUE
218-8-26 18::+:,posted,,268113756,Nathaniel,31,M,PAYMENT,2522.82,45,151.11 -33.99,-33.99,151.11,,,,,,,Australia,FALSE
218-8-26 18:6:29+:,authorized,1,292611728,Tyler,69,M,SALES-POS,4192.91,1.41,144.96 -37.76,-37.76,144.96,Mount Gambier Airport,SA,14.78 -37.74,-37.74,14.78,367.89,Australia,TRUE
218-8-26 18:33:3+:,authorized,1,291672282,Daniel,22,M,SALES-POS,368.9,57.79,255. -573.,-573,255,Armidale,NSW,151.67 -3.52,-3.52,151.67,1721.82,Australia,TRUE
218-8-26 19::+:,posted,,16554218,Marissa,23,F,PAYMENT,563.52,18,145.1 -37.93,-37.93,145.1,,,,,,,Australia,FALSE
218-8-26 19::+:,posted,,3779441,Charles,18,M,INTER BANK,79.8,27,153.41 -28.1,-28.1,153.41,,,,,,,Australia,FALSE
218-8-26 19::21+:,authorized,1,425852723,Kimberly,24,F,SALES-POS,158.49,4.57,145.45 -37.74,-37.74,145.45,Tottenham,VIC,144.86 -37.81,-37.81,144.86,52.49,Australia,TRUE
218-8-26 19:18:12+:,authorized,,159845171,Diana,26,F,POS,1468.7,9.44,153.41 -27.95,-27.95,153.41,Runaway Bay,QLD,153.4 -27.91,-27.91,153.4,4.56,Australia,FALSE
218-8-26 19:36:4+:,authorized,1,331763625,Kenneth,35,M,SALES-POS,939.3,44.96,153.2 -27.66,-27.66,153.2,Middle Park,QLD,152.93 -27.56,-27.56,152.93,14.24,Australia,TRUE
218-8-26 19:53:55+:,authorized,1,291672282,Daniel,22,M,POS,338.53,3.37,255. -573.,-573,255,Miami,QLD,153.45 -28.7,-28.7,153.45,179.59,Australia,TRUE
218-8-26 2::+:,posted,,2484743,Kenneth,29,M,PAYMENT,7759.32,48,121.48 -3.75,-3.75,121.48,,,,,,,Australia,FALSE
218-8-26 2::+:,posted,,2897221629,Scott,23,M,PAYMENT,221.61,42,15.9 -34.37,-34.37,15.9,,,,,,,Australia,FALSE
218-8-26 2:7:57+:,authorized,1,159845171,Diana,26,F,POS,146.62,7.45,153.41 -27.95,-27.95,153.41,Reedy Creek,QLD,153.41 -28.11,-28.11,153.41,17.81,Australia,TRUE
218-8-26 2:19:59+:,authorized,1,1279356312,Tyler,44,M,SALES-POS,5982.3,15.46,144.79 -37.73,-37.73,144.79,Seville,VIC,145.46 -37.78,-37.78,145.46,59.23,Australia,TRUE
218-8-26 2:32:2+:,authorized,1,159845171,Diana,26,F,POS,1448.16,12.46,153.41 -27.95,-27.95,153.41,Lismore,NSW,153.28 -28.81,-28.81,153.28,96.58,Australia,TRUE
218-8-26 2:44:5+:,authorized,1,31725361,Ronald,25,M,POS,461.4,5.8,145.73 -17.3,-17.3,145.73,Yarra Junction,VIC,145.61 -37.78,-37.78,145.61,239.9,Australia,TRUE
218-8-26 2:56:8+:,authorized,1,159845171,Diana,26,F,POS,1443.1,5.6,153.41 -27.95,-27.95,153.41,Coomera,QLD,153.31 -27.86,-27.86,153.31,14.4,Australia,TRUE
218-8-26 21::+:,posted,,154431271,Lori,18,F,PAYMENT,212.47,5,153.9 -27.48,-27.48,153.9,,,,,,,Australia,FALSE
218-8-26 21::+:,posted,,2153562714,Linda,24,F,INTER BANK,375.81,185,116. -31.88,-31.88,116,,,,,,,Australia,FALSE
218-8-26 21::+:,posted,,32193232,Melissa,3,F,PAYMENT,3638.9,131,149.83 -29.47,-29.47,149.83,,,,,,,Australia,FALSE
218-8-26 21:4:28+:,authorized,1,19964813,Kaitlyn,21,F,POS,2413.67,38.5,114.62 -28.8,-28.8,114.62,Preston,VIC,145.2 -37.75,-37.75,145.2,2983.68,Australia,TRUE
218-8-26 21:11:3+:,authorized,1,348141842,Tiffany,25,F,POS,3227.1,5.95,115.74 -31.72,-31.72,115.74,Karnup,WA,115.77 -32.42,-32.42,115.77,77.97,Australia,TRUE
218-8-26 21:17:37+:,authorized,,297114956,Robert,26,M,SALES-POS,6712.31,6.4,144.89 -37.69,-37.69,144.89,Hawthorn,VIC,145.4 -37.82,-37.82,145.4,19.59,Australia,FALSE
218-8-26 21:24:12+:,authorized,,235712452,Debra,18,F,POS,1884.75,16.37,138.61 -34.89,-34.89,138.61,Redwood Park,SA,138.7 -34.82,-34.82,138.7,11.33,Australia,FALSE
218-8-26 21:3:47+:,authorized,1,12223524,Michael,38,M,SALES-POS,1478.77,7.57,151.23 -33.94,-33.94,151.23,Millmerran,QLD,151.27 -27.88,-27.88,151.27,674.6,Australia,TRUE
218-8-26 21:37:22+:,authorized,1,18965467,Alexander,38,M,SALES-POS,11635.3,4.37,143.88 -37.66,-37.66,143.88,Brisbane City,QLD,153.2 -27.47,-27.47,153.2,142.3,Australia,TRUE
218-8-26 21:43:56+:,authorized,1,354146373,Jeffrey,24,M,POS,2339.61,22.43,145. -37.83,-37.83,145,Murrumbeena,VIC,145.6 -37.9,-37.9,145.6,9.41,Australia,TRUE
218-8-26 21:5:31+:,authorized,1,348584958,Jessica,34,F,POS,18149.68,2.93,138.52 -35.1,-35.1,138.52,Nowra,NSW,15.6 -34.88,-34.88,15.6,111.7,Australia,TRUE
218-8-26 21:57:6+:,authorized,1,17117148,Michelle,19,F,POS,7183.86,75.52,15.82 -34.1,-34.1,15.82,Caringbah South,NSW,151.12 -34.6,-34.6,151.12,28.23,Australia,TRUE
218-8-26 22::+:,posted,,62667573,Michael,4,M,PAYMENT,4844.8,25,151.23 -33.96,-33.96,151.23,,,,,,,Australia,FALSE
218-8-26 22:6:44+:,authorized,1,354146373,Jeffrey,24,M,SALES-POS,2331.63,7.98,145. -37.83,-37.83,145,Chirnside Park,VIC,145.31 -37.76,-37.76,145.31,28.36,Australia,TRUE
218-8-26 22:18:47+:,authorized,1,12223524,Michael,38,M,SALES-POS,1396.82,81.95,151.23 -33.94,-33.94,151.23,Sydney,NSW,151.21 -33.87,-33.87,151.21,8.1,Australia,TRUE
218-8-26 22:3:5+:,authorized,,465652575,Lucas,21,M,SALES-POS,8264.32,5.64,115.81 -31.82,-31.82,115.81,Perth,WA,115.86 -31.95,-31.95,115.86,15.22,Australia,FALSE
