account,date,time_extraction,gender,age,txn_description,balance,amount,longitude,latitude
854938045,8/23/2018,9:00 PM,M,28,PHONE BANK,10385.21,58.00,147.63,-22.84
3741880913,8/23/2018,10:00 PM,F,25,PAYMENT,6063.16,32.00,150.5,-23.4
90814749,8/23/2018,10:00 PM,M,35,PAYMENT,7597.13,36.00,151.68,-32.98
602667573,8/23/2018,10:00 PM,M,40,PAYMENT,5054.80,887.00,151.23,-33.96
2265520058,8/23/2018,10:00 PM,F,26,PAYMENT,1571.73,33.00,151.27,-33.85
354106658,8/23/2018,11:00 PM,F,39,PAYMENT,7703.82,52.00,151.04,-33.8
1334819143,8/23/2018,11:00 PM,M,33,INTER BANK,58393.53,59.00,145.13,-37.7
3881031190,8/24/2018,2:00 AM,M,37,INTER BANK,3711.09,86.00,149.19,-21.15
1683215619,8/24/2018,3:00 AM,M,38,PAYMENT,4611.48,59.00,138.67,-34.86
2673069055,8/24/2018,3:00 AM,M,24,PAYMENT,15964.69,43.00,152.99,-27.49
1496451953,8/24/2018,4:00 AM,M,43,PAYMENT,6625.25,23.00,145.16,-37.84
1710017148,8/24/2018,4:00 AM,F,19,PAYMENT,7374.43,40.00,150.82,-34.01
3827517394,8/24/2018,5:00 AM,M,28,PAYMENT,32613.16,65.00,151.12,-33.89
2890243754,8/24/2018,6:00 AM,M,37,PAYMENT,1715.12,166.00,153.32,-27.93
3941181087,8/24/2018,6:00 AM,M,25,PAYMENT,5515.03,28.00,115.79,-31.94
1990648130,8/24/2018,6:00 AM,F,21,PAYMENT,2646.63,28.00,114.62,-28.8
1496451953,8/24/2018,7:00 AM,M,43,PAYMENT,6608.25,17.00,145.16,-37.84
574997646,8/24/2018,7:00 AM,F,18,PAYMENT,1381.10,91.00,150.79,-33.64
1334819143,8/24/2018,10:00 AM,M,33,PAYMENT,58343.53,50.00,145.13,-37.7
1788473090,8/24/2018,11:00 AM,F,21,INTER BANK,3376.22,66.00,145.06,-37.95
3536132544,8/24/2018,11:00 AM,F,41,PAYMENT,3009.91,33.00,144.93,-37.79
414431115,8/24/2018,11:00 AM,F,43,INTER BANK,1465.94,18.00,142.77,-37.06
1334819143,8/24/2018,11:00 AM,M,33,PAYMENT,58219.53,124.00,145.13,-37.7
3485804958,8/24/2018,12:00 PM,F,34,PAYMENT,18372.10,16.00,138.52,-35.01
1516130869,8/24/2018,1:00 PM,F,21,PAYMENT,3833.32,29.00,130.84,-12.45
4065652575,8/24/2018,2:00 PM,M,21,PAYMENT,8576.43,94.00,115.81,-31.82
1344825761,8/24/2018,2:00 PM,F,46,PAYMENT,15479.73,22.00,151.09,-33.91
1523339231,8/24/2018,2:00 PM,M,40,PAYMENT,62560.22,40.00,115.83,-31.9
2231965366,8/24/2018,3:00 PM,F,35,PAYMENT,7912.77,180.00,144.96,-37.84
602667573,8/24/2018,4:00 PM,M,40,PAYMENT,5013.80,41.00,151.23,-33.96
3827517394,8/24/2018,4:00 PM,M,28,PAYMENT,32570.16,43.00,151.12,-33.89
2153562714,8/24/2018,4:00 PM,F,24,PAYMENT,3965.78,27.00,116,-31.88
1788473090,8/24/2018,6:00 PM,F,21,INTER BANK,3343.22,33.00,145.06,-37.95
3541460373,8/24/2018,6:00 PM,M,24,PAYMENT,2472.08,53.00,145,-37.83
1652235822,8/24/2018,6:00 PM,F,38,PAYMENT,19645.38,66.00,144.89,-37.81
3485804958,8/24/2018,7:00 PM,F,34,PAYMENT,18300.05,63.00,138.52,-35.01
3689607373,8/24/2018,7:00 PM,F,20,INTER BANK,4485.51,55.00,115.79,-31.79
2171593283,8/24/2018,7:00 PM,M,19,PAYMENT,8907.47,40.00,146.94,-36.04
1438600314,8/24/2018,7:00 PM,F,35,PAYMENT,3470.23,45.00,138.69,-34.84
37709441,8/24/2018,8:00 PM,M,18,PAYMENT,7142.80,27.00,153.41,-28.01
3689607373,8/24/2018,9:00 PM,F,20,PAYMENT,4400.41,69.00,115.79,-31.79
721712940,8/24/2018,9:00 PM,M,78,PAYMENT,52391.38,38.00,145.09,-37.82
2681137560,8/24/2018,9:00 PM,M,31,PAYMENT,2631.51,29.00,151.11,-33.99
2171593283,8/24/2018,9:00 PM,M,19,PAYMENT,8857.47,50.00,146.94,-36.04
1903037542,8/24/2018,9:00 PM,M,30,PAYMENT,1553.40,23.00,153.05,-27.61
3541460373,8/24/2018,11:00 PM,M,24,PAYMENT,2431.08,41.00,145,-37.83
4065652575,8/25/2018,2:00 AM,M,21,PAYMENT,8446.43,130.00,115.81,-31.82
3481401842,8/25/2018,2:00 AM,F,25,PAYMENT,3328.01,26.00,115.74,-31.72
1523339231,8/25/2018,2:00 AM,M,40,PAYMENT,62404.22,156.00,115.83,-31.9
2828321672,8/25/2018,4:00 AM,F,53,PHONE BANK,1255.67,182.00,153.03,-27.51
964839203,8/25/2018,4:00 AM,M,21,PAYMENT,32935.00,28.00,146.92,-36.07
2681137560,8/25/2018,5:00 AM,M,31,PAYMENT,2605.51,26.00,151.11,-33.99
1652235822,8/25/2018,5:00 AM,F,38,PAYMENT,19600.38,45.00,144.89,-37.81
1650504218,8/25/2018,5:00 AM,F,23,PAYMENT,5621.52,43.00,145.01,-37.93
4281711154,8/25/2018,5:00 AM,M,42,PAYMENT,36253.74,37.00,144.98,-37.84
588564840,8/25/2018,6:00 AM,M,23,PAYMENT,9164.27,77.00,151.27,-33.76
3954677887,8/25/2018,9:00 AM,F,47,INTER BANK,2897.83,113.00,115.72,-32.28
574997646,8/25/2018,10:00 AM,F,18,PAYMENT,3288.39,45.00,150.79,-33.64
2681137560,8/25/2018,11:00 AM,M,31,PAYMENT,2567.82,17.00,151.11,-33.99
602667573,8/25/2018,12:00 PM,M,40,PAYMENT,4869.80,144.00,151.23,-33.96
1998563091,8/25/2018,12:00 PM,M,42,PAYMENT,14475.96,45.00,149.03,-35.25
90814749,8/25/2018,1:00 PM,M,35,INTER BANK,9716.88,44.00,151.68,-32.98
2650850707,8/25/2018,2:00 PM,M,42,PAYMENT,107780.26,627.00,148.16,-23.52
37709441,8/25/2018,2:00 PM,M,18,INTER BANK,7097.80,45.00,153.41,-28.01
1799207998,8/25/2018,3:00 PM,F,20,PAYMENT,4144.29,197.00,150.68,-33.79
2920611728,8/25/2018,4:00 PM,M,69,PAYMENT,4203.32,17.00,144.96,-37.76
37709441,8/25/2018,4:00 PM,M,18,PHONE BANK,7076.80,21.00,153.41,-28.01
854938045,8/25/2018,5:00 PM,M,28,PAYMENT,10277.07,49.00,147.63,-22.84
958000567,8/25/2018,6:00 PM,F,34,PAYMENT,5471.44,17.00,130.9,-12.37
4258502723,8/25/2018,8:00 PM,F,24,INTER BANK,1731.25,28.00,145.45,-37.74
1344825761,8/25/2018,9:00 PM,F,46,PAYMENT,17922.18,28.00,151.09,-33.91
1799207998,8/25/2018,10:00 PM,F,20,PAYMENT,4074.02,30.00,150.68,-33.79
2014856841,8/25/2018,11:00 PM,M,46,PAYMENT,262110.86,43.00,144.99,-37.9
3954677887,8/25/2018,11:00 PM,F,47,PAYMENT,2854.86,24.00,115.72,-32.28
2107684084,8/26/2018,2:00 AM,M,22,PAYMENT,4198.69,25.00,145.03,-37.88
4065652575,8/26/2018,3:00 AM,M,21,PAYMENT,8306.56,83.00,115.81,-31.82
1056639002,8/26/2018,3:00 AM,M,22,INTER BANK,42781.76,36.00,145.03,-37.91
2890243754,8/26/2018,4:00 AM,M,37,INTER BANK,2412.21,127.00,153.32,-27.93
4258502723,8/26/2018,4:00 AM,F,24,PAYMENT,1593.52,38.00,145.45,-37.74
3485804958,8/26/2018,5:00 AM,F,34,PAYMENT,18213.76,31.00,138.52,-35.01
559365433,8/26/2018,5:00 AM,F,64,PAYMENT,1810.66,30.00,147.31,-42.88
4059612845,8/26/2018,5:00 AM,M,38,PAYMENT,52212.69,125.00,130.98,-12.49
1344825761,8/26/2018,6:00 AM,F,46,INTER BANK,17740.18,182.00,151.09,-33.91
1523339231,8/26/2018,6:00 AM,M,40,INTER BANK,62365.22,39.00,115.83,-31.9
3771436525,8/26/2018,7:00 AM,M,20,PAYMENT,1475.04,49.00,145.04,-37.92
1890605467,8/26/2018,8:00 AM,M,38,INTER BANK,11675.40,134.00,143.88,-37.66
2107684084,8/26/2018,8:00 AM,M,22,INTER BANK,4165.69,33.00,145.03,-37.88
38923874,8/26/2018,9:00 AM,M,38,INTER BANK,34783.29,150.00,151.27,-33.9
964839203,8/26/2018,10:00 AM,M,21,PAYMENT,32893.00,42.00,146.92,-36.07
3827517394,8/26/2018,11:00 AM,M,28,PAYMENT,32542.16,28.00,151.12,-33.89
1608363396,8/26/2018,11:00 AM,M,20,INTER BANK,4565.86,183.00,151.22,-33.87
1496451953,8/26/2018,11:00 AM,M,43,INTER BANK,6019.24,31.00,145.16,-37.84
2615038700,8/26/2018,11:00 AM,F,43,INTER BANK,29780.31,38.00,145.35,-38.03
854938045,8/26/2018,11:00 AM,M,28,PAYMENT,10233.88,34.00,147.63,-22.84
2249586092,8/26/2018,12:00 PM,M,19,PAYMENT,5618.68,37.00,115.98,-32.07
37709441,8/26/2018,2:00 PM,M,18,INTER BANK,7036.80,40.00,153.41,-28.01
211792489,8/26/2018,5:00 PM,F,30,PAYMENT,6603.62,22.00,138.63,-34.93
2681137560,8/26/2018,6:00 PM,M,31,PAYMENT,2522.82,45.00,151.11,-33.99
1650504218,8/26/2018,7:00 PM,F,23,PAYMENT,5603.52,18.00,145.01,-37.93
37709441,8/26/2018,7:00 PM,M,18,INTER BANK,7009.80,27.00,153.41,-28.01
240804743,8/26/2018,8:00 PM,M,29,PAYMENT,7759.32,48.00,121.48,-30.75
2897221629,8/26/2018,8:00 PM,M,23,PAYMENT,2201.61,42.00,150.9,-34.37
154431271,8/26/2018,9:00 PM,F,18,PAYMENT,2120.47,50.00,153.09,-27.48
2153562714,8/26/2018,9:00 PM,F,24,INTER BANK,3750.81,185.00,116,-31.88
3021093232,8/26/2018,9:00 PM,F,30,PAYMENT,3638.09,131.00,149.83,-29.47
602667573,8/26/2018,10:00 PM,M,40,PAYMENT,4844.80,25.00,151.23,-33.96
4281711154,8/27/2018,2:00 AM,M,42,PAYMENT,36085.74,168.00,144.98,-37.84
4065652575,8/27/2018,3:00 AM,M,21,PAYMENT,8074.32,190.00,115.81,-31.82
1349834573,8/27/2018,3:00 AM,M,39,INTER BANK,7835.22,33.00,145.17,-37.84
3084464802,8/27/2018,3:00 AM,F,19,INTER BANK,5145.95,24.00,145.15,-37.76
1990648130,8/27/2018,3:00 AM,F,21,PAYMENT,2176.02,180.00,114.62,-28.8
80388494,8/27/2018,4:00 AM,M,28,PAYMENT,4074.52,96.00,144.97,-37.42
819621312,8/27/2018,4:00 AM,F,30,PAYMENT,3467.73,66.00,145.04,-37.85
2107684084,8/27/2018,5:00 AM,M,22,PAYMENT,4131.69,34.00,145.03,-37.88
1438600314,8/27/2018,6:00 AM,F,35,PAYMENT,3435.23,35.00,138.69,-34.84
3879258709,8/27/2018,8:00 AM,F,40,INTER BANK,193479.49,51.00,143.83,-37.66
2673069055,8/27/2018,9:00 AM,M,24,INTER BANK,15727.25,39.00,152.99,-27.49
182446574,8/27/2018,10:00 AM,F,27,PAYMENT,2929.67,194.00,116.06,-32
3233697971,8/27/2018,11:00 AM,F,34,PAYMENT,5673.06,46.00,151.04,-33.77
847145727,8/27/2018,11:00 AM,M,19,PAYMENT,52352.83,37.00,115.9,-31.92
2650850707,8/27/2018,11:00 AM,M,42,INTER BANK,107484.34,197.00,148.16,-23.52
38923874,8/27/2018,11:00 AM,M,38,PAYMENT,34741.29,42.00,151.27,-33.9
1349834573,8/27/2018,12:00 PM,M,39,PAYMENT,7754.22,81.00,145.17,-37.84
4059612845,8/27/2018,1:00 PM,M,38,PAYMENT,52014.69,198.00,130.98,-12.49
4065652575,8/27/2018,2:00 PM,M,21,PAYMENT,8034.32,40.00,115.81,-31.82
3827517394,8/27/2018,2:00 PM,M,28,PAYMENT,32522.16,20.00,151.12,-33.89
1334819143,8/27/2018,2:00 PM,M,33,INTER BANK,58041.23,157.00,145.13,-37.7
2897221629,8/27/2018,2:00 PM,M,23,PAYMENT,2036.61,165.00,150.9,-34.37
819621312,8/27/2018,3:00 PM,F,30,INTER BANK,3412.73,55.00,145.04,-37.85
1650504218,8/27/2018,3:00 PM,F,23,PAYMENT,5581.52,22.00,145.01,-37.93
1523339231,8/27/2018,5:00 PM,M,40,PAYMENT,62289.22,76.00,115.83,-31.9
3084464802,8/27/2018,5:00 PM,F,19,PAYMENT,5109.95,36.00,145.15,-37.76
4258502723,8/27/2018,5:00 PM,F,24,PAYMENT,2526.84,53.00,145.45,-37.74
414431115,8/27/2018,6:00 PM,F,43,PAYMENT,1276.94,189.00,142.77,-37.06
37709441,8/27/2018,7:00 PM,M,18,PAYMENT,6954.80,55.00,153.41,-28.01
2920611728,8/27/2018,8:00 PM,M,69,PAYMENT,4128.91,64.00,144.96,-37.76
2650850707,8/27/2018,8:00 PM,M,42,PAYMENT,107451.34,33.00,148.16,-23.52
154431271,8/27/2018,8:00 PM,F,18,PAYMENT,2059.47,61.00,153.09,-27.48
958000567,8/27/2018,9:00 PM,F,34,INTER BANK,5222.29,152.00,130.9,-12.37
2249586092,8/27/2018,10:00 PM,M,19,PAYMENT,6578.23,31.00,115.98,-32.07
1973887809,8/27/2018,11:00 PM,M,26,PAYMENT,2838.83,84.00,115.78,-31.9
2259139624,8/27/2018,11:00 PM,F,19,PAYMENT,7429.77,88.00,144.66,-37.91
3881031190,8/27/2018,11:00 PM,M,37,PAYMENT,3576.09,135.00,149.19,-21.15
2970114956,8/27/2018,11:00 PM,M,26,PAYMENT,6651.31,61.00,144.89,-37.69
1349834573,8/28/2018,2:00 AM,M,39,PAYMENT,7672.22,82.00,145.17,-37.84
1598451071,8/28/2018,2:00 AM,F,26,INTER BANK,1394.40,20.00,153.41,-27.95
2231965366,8/28/2018,3:00 AM,F,35,INTER BANK,7895.77,17.00,144.96,-37.84
240804743,8/28/2018,3:00 AM,M,29,PHONE BANK,7716.32,43.00,121.48,-30.75
1788473090,8/28/2018,4:00 AM,F,21,INTER BANK,3323.22,20.00,145.06,-37.95
3827517394,8/28/2018,4:00 AM,M,28,PAYMENT,36546.93,30.00,151.12,-33.89
1890605467,8/28/2018,5:00 AM,M,38,INTER BANK,11593.03,42.00,143.88,-37.66
1516130869,8/28/2018,5:00 AM,F,21,INTER BANK,3585.11,173.00,130.84,-12.45
958000567,8/28/2018,5:00 AM,F,34,PAYMENT,5202.29,20.00,130.9,-12.37
354106658,8/28/2018,6:00 AM,F,39,PAYMENT,7594.76,21.00,151.04,-33.8
3881031190,8/28/2018,6:00 AM,M,37,INTER BANK,3428.09,148.00,149.19,-21.15
1710017148,8/28/2018,6:00 AM,F,19,PAYMENT,6981.82,160.00,150.82,-34.01
2270192619,8/28/2018,7:00 AM,M,20,PAYMENT,9138.20,39.00,138.56,-35.27
4274272854,8/28/2018,7:00 AM,M,20,PAYMENT,5276.91,34.00,145.23,-37.86
1598451071,8/28/2018,7:00 AM,F,26,PAYMENT,1358.40,36.00,153.41,-27.95
3485804958,8/28/2018,8:00 AM,F,34,PAYMENT,17933.73,177.00,138.52,-35.01
2231965366,8/28/2018,8:00 AM,F,35,PAYMENT,7859.77,36.00,144.96,-37.84
3317636250,8/28/2018,8:00 AM,M,35,PAYMENT,9272.19,93.00,153.02,-27.66
2107684084,8/28/2018,9:00 AM,M,22,PAYMENT,4025.69,106.00,145.03,-37.88
3827517394,8/28/2018,9:00 AM,M,28,INTER BANK,36517.93,29.00,151.12,-33.89
1710017148,8/28/2018,9:00 AM,F,19,PAYMENT,6927.82,54.00,150.82,-34.01
2231965366,8/28/2018,11:00 AM,F,35,PAYMENT,7814.77,45.00,144.96,-37.84
2920611728,8/28/2018,12:00 PM,M,69,PAYMENT,3961.91,167.00,144.96,-37.76
3881031190,8/28/2018,1:00 PM,M,37,PAYMENT,3231.09,197.00,149.19,-21.15
3485804958,8/28/2018,2:00 PM,F,34,PAYMENT,17879.63,39.00,138.52,-35.01
2173390920,8/28/2018,2:00 PM,M,27,PAYMENT,4414.86,28.00,144.71,-37.58
3481401842,8/28/2018,3:00 PM,F,25,PAYMENT,3172.12,32.00,115.74,-31.72
3941181087,8/28/2018,4:00 PM,M,25,PAYMENT,5469.03,46.00,115.79,-31.94
2828321672,8/28/2018,5:00 PM,F,53,PAYMENT,1971.14,128.00,153.03,-27.51
1199531521,8/28/2018,5:00 PM,M,52,PAYMENT,6615.78,93.00,116.02,-31.87
1279356312,8/28/2018,5:00 PM,M,44,PAYMENT,5923.68,27.00,144.79,-37.73
1243371644,8/28/2018,5:00 PM,M,42,INTER BANK,2958.07,20.00,150.9,-33.78
1344825761,8/28/2018,6:00 PM,F,46,PAYMENT,17695.18,45.00,151.09,-33.91
38923874,8/28/2018,6:00 PM,M,38,INTER BANK,34712.29,29.00,151.27,-33.9
3879258709,8/28/2018,6:00 PM,F,40,PAYMENT,193426.00,29.00,143.83,-37.66
1199531521,8/28/2018,8:00 PM,M,52,PAYMENT,6595.78,20.00,116.02,-31.87
1349834573,8/28/2018,8:00 PM,M,39,PAYMENT,7638.22,34.00,145.17,-37.84
2305712452,8/28/2018,8:00 PM,F,18,INTER BANK,2492.08,154.00,138.61,-34.89
90814749,8/28/2018,8:00 PM,M,35,PAYMENT,9288.60,133.00,151.68,-32.98
2528867619,8/28/2018,8:00 PM,F,40,PAYMENT,6619.74,92.00,138.58,-34.96
2259139624,8/28/2018,9:00 PM,F,19,PAYMENT,7276.77,153.00,144.66,-37.91
2173390920,8/28/2018,9:00 PM,M,27,PAYMENT,4329.72,71.00,144.71,-37.58
2901672282,8/28/2018,11:00 PM,M,22,PAYMENT,2817.48,40.00,255,-573
3879258709,8/28/2018,11:00 PM,F,40,PAYMENT,193245.00,181.00,143.83,-37.66
3879258709,8/28/2018,11:00 PM,F,40,PAYMENT,193084.00,161.00,143.83,-37.66
602667573,8/29/2018,6:00 AM,M,40,INTER BANK,7104.16,21.00,151.23,-33.96
2171593283,8/29/2018,6:00 AM,M,19,PAYMENT,8830.47,27.00,146.94,-36.04
2776252858,8/29/2018,6:00 AM,F,43,PAYMENT,2071.98,29.00,144.95,-37.76
588564840,8/29/2018,7:00 AM,M,23,INTER BANK,9126.79,25.00,151.27,-33.76
1496451953,8/29/2018,7:00 AM,M,43,INTER BANK,8558.44,39.00,145.16,-37.84
2014856841,8/29/2018,8:00 AM,M,46,INTER BANK,262088.86,22.00,144.99,-37.9
4163822186,8/29/2018,8:00 AM,F,26,PAYMENT,5165.38,55.00,149.03,-34.97
3954677887,8/29/2018,8:00 AM,F,47,PAYMENT,3992.76,58.00,115.72,-32.28
354106658,8/29/2018,9:00 AM,F,39,INTER BANK,7569.76,25.00,151.04,-33.8
1443681913,8/29/2018,9:00 AM,M,31,PAYMENT,3075.84,36.00,150.92,-33.77
1037050564,8/29/2018,10:00 AM,F,40,PAYMENT,2921.87,32.00,153.1,-27.66
1799207998,8/29/2018,10:00 AM,F,20,INTER BANK,3922.93,39.00,150.68,-33.79
2107684084,8/29/2018,10:00 AM,M,22,PAYMENT,3991.69,34.00,145.03,-37.88
2173390920,8/29/2018,10:00 AM,M,27,PAYMENT,4300.72,29.00,144.71,-37.58
966140392,8/29/2018,10:00 AM,M,21,PAYMENT,2354.03,30.00,147.08,-37.97
4163822186,8/29/2018,12:00 PM,F,26,PAYMENT,5119.38,46.00,149.03,-34.97
182446574,8/29/2018,12:00 PM,F,27,INTER BANK,2776.85,57.00,116.06,-32
3100725361,8/29/2018,1:00 PM,M,25,INTER BANK,359.73,26.00,145.73,-17.03
240804743,8/29/2018,2:00 PM,M,29,PAYMENT,7651.46,56.00,121.48,-30.75
2305712452,8/29/2018,3:00 PM,F,18,PAYMENT,2436.78,36.00,138.61,-34.89
38923874,8/29/2018,3:00 PM,M,38,PAYMENT,34677.29,35.00,151.27,-33.9
4065652575,8/29/2018,4:00 PM,M,21,PAYMENT,7928.69,55.00,115.81,-31.82
1799207998,8/29/2018,4:00 PM,F,20,PAYMENT,3887.93,35.00,150.68,-33.79
2901672282,8/29/2018,5:00 PM,M,22,PAYMENT,2595.93,33.00,255,-573
4163822186,8/29/2018,5:00 PM,F,26,PAYMENT,5069.38,50.00,149.03,-34.97
2153562714,8/29/2018,6:00 PM,F,24,PAYMENT,3609.65,46.00,116,-31.88
1349834573,8/29/2018,7:00 PM,M,39,PAYMENT,10661.36,48.00,145.17,-37.84
2171593283,8/29/2018,8:00 PM,M,19,PAYMENT,8813.47,17.00,146.94,-36.04
1650504218,8/29/2018,8:00 PM,F,23,PAYMENT,7175.00,33.00,145.01,-37.93
182446574,8/29/2018,8:00 PM,F,27,INTER BANK,2715.14,33.00,116.06,-32
4281711154,8/29/2018,8:00 PM,M,42,PHONE BANK,36049.74,36.00,144.98,-37.84
3536132544,8/29/2018,9:00 PM,F,41,INTER BANK,2824.09,43.00,144.93,-37.79
2173390920,8/29/2018,9:00 PM,M,27,PHONE BANK,4193.28,67.00,144.71,-37.58
1710017148,8/29/2018,10:00 PM,F,19,PAYMENT,6841.35,33.00,150.82,-34.01
1973887809,8/29/2018,11:00 PM,M,26,PAYMENT,3908.74,29.00,115.78,-31.9
1349834573,8/29/2018,11:00 PM,M,39,PAYMENT,10629.36,32.00,145.17,-37.84
240804743,8/29/2018,11:00 PM,M,29,PAYMENT,7612.46,39.00,121.48,-30.75
1496451953,8/30/2018,2:00 AM,M,43,INTER BANK,8542.44,16.00,145.16,-37.84
1523339231,8/30/2018,3:00 AM,M,40,PAYMENT,62242.22,47.00,115.83,-31.9
2890243754,8/30/2018,3:00 AM,M,37,PAYMENT,2209.15,52.00,153.32,-27.93
2270192619,8/30/2018,4:00 AM,M,20,PAYMENT,9099.20,39.00,138.56,-35.27
3536132544,8/30/2018,4:00 AM,F,41,PAYMENT,2788.64,22.00,144.93,-37.79
2171593283,8/30/2018,5:00 AM,M,19,PAYMENT,8780.47,33.00,146.94,-36.04
2890243754,8/30/2018,5:00 AM,M,37,PAYMENT,2185.22,18.00,153.32,-27.93
3481401842,8/30/2018,6:00 AM,F,25,PAYMENT,3090.18,46.00,115.74,-31.72
211792489,8/30/2018,6:00 AM,F,30,PAYMENT,6517.76,47.00,138.63,-34.93
2231965366,8/30/2018,7:00 AM,F,35,PAYMENT,10225.01,33.00,144.96,-37.84
2259139624,8/30/2018,7:00 AM,F,19,INTER BANK,7226.85,22.00,144.66,-37.91
2776252858,8/30/2018,8:00 AM,F,43,PAYMENT,3097.02,43.00,144.95,-37.76
3485804958,8/30/2018,9:00 AM,F,34,PAYMENT,21664.61,27.00,138.52,-35.01
1516130869,8/30/2018,9:00 AM,F,21,INTER BANK,3505.05,39.00,130.84,-12.45
3541460373,8/30/2018,11:00 AM,M,24,PAYMENT,3532.36,41.00,145,-37.83
1608363396,8/30/2018,11:00 AM,M,20,INTER BANK,4477.87,24.00,151.22,-33.87
3954677887,8/30/2018,11:00 AM,F,47,PAYMENT,3888.37,46.00,115.72,-32.28
3879258709,8/30/2018,12:00 PM,F,40,PHONE BANK,193043.00,41.00,143.83,-37.66
966140392,8/30/2018,12:00 PM,M,21,PAYMENT,2252.38,35.00,147.08,-37.97
4274272854,8/30/2018,1:00 PM,M,20,PAYMENT,5261.91,15.00,145.23,-37.86
1349834573,8/30/2018,2:00 PM,M,39,PAYMENT,10569.36,60.00,145.17,-37.84
1037050564,8/30/2018,3:00 PM,F,40,PAYMENT,2888.87,33.00,153.1,-27.66
1279356312,8/30/2018,5:00 PM,M,44,PAYMENT,5550.44,15.00,144.79,-37.73
2173390920,8/30/2018,5:00 PM,M,27,PAYMENT,4164.28,29.00,144.71,-37.58
958000567,8/30/2018,5:00 PM,F,34,PAYMENT,4677.59,37.00,130.9,-12.37
588564840,8/30/2018,6:00 PM,M,23,PAYMENT,12646.58,41.00,151.27,-33.76
1683215619,8/30/2018,6:00 PM,M,38,PAYMENT,4562.48,49.00,138.67,-34.86
3879258709,8/30/2018,6:00 PM,F,40,PAYMENT,193022.00,21.00,143.83,-37.66
1222300524,8/30/2018,7:00 PM,M,38,PAYMENT,2022.55,50.00,151.23,-33.94
2014856841,8/30/2018,7:00 PM,M,46,PAYMENT,262038.86,50.00,144.99,-37.9
1279356312,8/30/2018,8:00 PM,M,44,PAYMENT,5485.45,41.00,144.79,-37.73
854938045,8/30/2018,9:00 PM,M,28,PHONE BANK,9940.93,58.00,147.63,-22.84
3741880913,8/30/2018,10:00 PM,F,25,PAYMENT,5957.04,32.00,150.5,-23.4
90814749,8/30/2018,10:00 PM,M,35,PAYMENT,9118.81,36.00,151.68,-32.98
2265520058,8/30/2018,10:00 PM,F,26,PAYMENT,3339.37,33.00,151.27,-33.85
354106658,8/30/2018,11:00 PM,F,39,PAYMENT,7517.76,52.00,151.04,-33.8
3317636250,8/30/2018,11:00 PM,M,35,PAYMENT,7721.19,1551.00,153.02,-27.66
1334819143,8/30/2018,11:00 PM,M,33,INTER BANK,60460.11,59.00,145.13,-37.7
1516130869,8/31/2018,2:00 AM,F,21,INTER BANK,1271.49,1552.00,130.84,-12.45
1683215619,8/31/2018,3:00 AM,M,38,PAYMENT,4503.48,59.00,138.67,-34.86
2673069055,8/31/2018,3:00 AM,M,24,PAYMENT,15472.16,43.00,152.99,-27.49
1496451953,8/31/2018,4:00 AM,M,43,PAYMENT,8519.44,23.00,145.16,-37.84
1710017148,8/31/2018,4:00 AM,F,19,PAYMENT,6801.35,40.00,150.82,-34.01
3827517394,8/31/2018,5:00 AM,M,28,PAYMENT,36452.93,65.00,151.12,-33.89
3941181087,8/31/2018,6:00 AM,M,25,PAYMENT,5441.03,28.00,115.79,-31.94
1990648130,8/31/2018,6:00 AM,F,21,PAYMENT,3055.55,28.00,114.62,-28.8
1496451953,8/31/2018,7:00 AM,M,43,PAYMENT,8502.44,17.00,145.16,-37.84
1334819143,8/31/2018,10:00 AM,M,33,PAYMENT,60410.11,50.00,145.13,-37.7
1788473090,8/31/2018,11:00 AM,F,21,INTER BANK,3257.22,66.00,145.06,-37.95
3536132544,8/31/2018,11:00 AM,F,41,PAYMENT,2740.11,33.00,144.93,-37.79
414431115,8/31/2018,11:00 AM,F,43,INTER BANK,2889.30,18.00,142.77,-37.06
3485804958,8/31/2018,12:00 PM,F,34,PAYMENT,21509.61,16.00,138.52,-35.01
1516130869,8/31/2018,1:00 PM,F,21,PAYMENT,1207.03,29.00,130.84,-12.45
1344825761,8/31/2018,2:00 PM,F,46,PAYMENT,17673.18,22.00,151.09,-33.91
1523339231,8/31/2018,2:00 PM,M,40,PAYMENT,62202.22,40.00,115.83,-31.9
602667573,8/31/2018,4:00 PM,M,40,PAYMENT,7063.16,41.00,151.23,-33.96
3827517394,8/31/2018,4:00 PM,M,28,PAYMENT,36409.93,43.00,151.12,-33.89
2153562714,8/31/2018,4:00 PM,F,24,PAYMENT,3582.65,27.00,116,-31.88
1788473090,8/31/2018,6:00 PM,F,21,INTER BANK,5247.90,33.00,145.06,-37.95
3541460373,8/31/2018,6:00 PM,M,24,PAYMENT,3252.68,53.00,145,-37.83
1652235822,8/31/2018,6:00 PM,F,38,PAYMENT,21057.41,66.00,144.89,-37.81
3485804958,8/31/2018,7:00 PM,F,34,PAYMENT,21415.35,63.00,138.52,-35.01
3689607373,8/31/2018,7:00 PM,F,20,INTER BANK,4859.00,55.00,115.79,-31.79
2171593283,8/31/2018,7:00 PM,M,19,PAYMENT,8740.47,40.00,146.94,-36.04
1438600314,8/31/2018,7:00 PM,F,35,PAYMENT,4253.18,45.00,138.69,-34.84
37709441,8/31/2018,8:00 PM,M,18,PAYMENT,6822.03,27.00,153.41,-28.01
